"","""PERM00583""","All","",0,"",1,"","","","","","","","","","","",""
"","""PERM00580""","All",0,0,"",1,1,"","","","","","","","","","",""
"","""PERM00578""","All",0,0,"",1,1,1,0,0,0,0,0,0,0,0,0,0
"","""PERM00562""","All",0,0,"",1,1,1,1,0,0,0,0,0,0,0,0,0
"","""PERM00561""","Administrator",0,0,"",1,1,0,0,0,0,0,0,0,0,0,0,0
"","""PERM00558""","Sales User",1,0,"",1,1,1,"","","","","","","","","",""
"","""PERM00559""","Purchase User",1,0,"",1,1,1,"","","","","","","","","",""
"","""PERM00557""","System Manager","",0,"",1,0,0,"","","","",1,"","","",1,1
"","""PERM00556""","System Manager","",0,"",1,1,1,"",0,"","",0,"","","","",""
"","""PERM00555""","All",1,0,"",1,1,1,1,"","","","","","","",1,1
"","""PERM00544""","System Manager","",0,"",1,1,1,1,0,"","",1,"","","",1,1
"","""PERM00545""","Sales Master Manager","",0,"",1,1,1,1,0,"",0,1,"","","",1,1
"","""PERM00546""","Purchase Master Manager","",0,"",1,1,1,1,0,"","",1,"","","",1,1
"","""PERM00547""","Sales Manager","",0,"",1,1,1,0,0,"","",1,"","","",1,1
"","""PERM00548""","Purchase Manager","",0,"",1,1,1,0,0,"","",1,"","","",1,1
"","""PERM00549""","Maintenance Manager","",0,"",1,1,1,0,0,"","",1,"","","",1,1
"","""PERM00550""","Accounts Manager","",0,"",1,1,1,0,0,"","",1,"","","",1,1
"","""PERM00551""","Sales User",1,0,"",1,1,1,0,0,"","",1,"","","",1,1
"","""PERM00552""","Purchase User",1,0,"",1,1,1,0,0,"","",1,"","","",1,1
"","""PERM00553""","Maintenance User",1,0,"",1,1,1,0,0,"","",1,"","","",1,1
"","""PERM00554""","Accounts User",1,0,"",1,1,1,0,0,"","",1,"","","",1,1
"","""PERM00543""","System Manager","",0,"",1,1,1,1,"","","",1,1,"",1,"",""
"","""PERM00539""","Sales User",1,0,"",1,1,1,0,0,"","",1,"","","",1,1
"","""PERM00540""","Purchase User",1,0,"",1,1,1,0,0,"","",1,"","","",1,1
"","""PERM00541""","Maintenance User",1,0,"",1,1,1,0,0,"","",1,"","","",1,1
"","""PERM00542""","Accounts User",1,0,"",1,1,1,0,0,"","",1,"","","",1,1
"","""PERM00536""","Guest","",0,"",1,1,1,0,0,"",0,1,"","","",1,1
"","""PERM00537""","Customer",1,0,"",1,1,1,0,0,"",0,1,"","","",1,1
"","""PERM00538""","Support Team",1,0,"",1,1,1,1,0,"",0,1,"","","",1,1
"","""PERM00535""","System Manager","",0,"",1,1,1,"","","","","","","","","",""
"","""PERM00533""","Sales Manager","",0,"",1,1,1,1,0,0,"",0,"","","",0,0
"","""PERM00534""","Support Manager","",0,"",1,1,1,1,0,0,"",0,"","","",0,0
"","""PERM00532""","Maintenance User",1,0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00531""","Maintenance Manager","",0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00529""","All",0,0,"",1,1,1,0,0,0,0,0,0,0,0,0,0
"","""PERM00530""","Support Team",0,0,"",1,1,1,0,1,0,0,0,0,0,0,0,0
"","""PERM00528""","Maintenance User",1,0,"",1,1,1,1,0,"",0,1,"","","",1,1
"","""PERM00522""","Material Master Manager","",0,"",1,1,1,1,0,"",0,1,"","","",1,1
"","""PERM00523""","Material User",1,0,"",1,0,0,0,0,"",0,1,"","",1,1,1
"","""PERM00524""","Sales User",1,0,"",1,"","",0,"","","",1,"","","",1,1
"","""PERM00525""","Purchase User",1,0,"",1,"","",0,"","","",1,"","","",1,1
"","""PERM00526""","Accounts User",1,0,"",1,"","",0,"","","",1,"","","",1,1
"","""PERM00527""","Manufacturing User",1,0,"",1,"","","","","","","","","",1,"",""
"","""PERM00518""","Material Master Manager","",0,"",1,1,1,"",0,"","",0,"","","",1,1
"","""PERM00519""","Material Manager","",0,"",1,1,1,"",0,"","",0,"","","",1,1
"","""PERM00517""","Material Manager","",0,"",1,1,1,"","","","","","","","",1,1
"","""PERM00516""","Material Manager","",0,"",1,1,1,1,1,1,0,1,"","","","",""
"","""PERM00514""","Material User",1,0,"",1,0,0,"",0,"",0,1,1,"","","",""
"","""PERM00515""","Accounts Manager","",0,"",1,"","","",0,"","",1,1,"","","",""
"","""PERM00504""","Material Master Manager","",0,"",1,1,1,1,0,"","",1,"","","",1,1
"","""PERM00505""","Manufacturing Manager",0,0,"",1,1,0,0,0,0,0,0,0,0,0,0,0
"","""PERM00506""","Material Manager","",0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00507""","Material User",1,0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00493""","Sales User",1,0,"",1,0,0,0,0,"",0,1,"","","","",""
"","""PERM00494""","Sales Master Manager","",0,"",1,1,1,1,0,"",0,1,"","","","",""
"","""PERM00495""","Purchase User",1,0,"",1,"","",0,"","","",1,"","","","",""
"","""PERM00496""","Purchase Master Manager","",0,"",1,1,1,1,"","","",1,"","","","",""
"","""PERM00497""","Manufacturing User",1,0,"",1,"","","","","","",0,"","","","",""
"","""PERM00488""","Material User",1,0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00489""","Sales User",1,0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00490""","Material Master Manager","",0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00491""","Material Manager","",0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00492""","Sales Manager","",0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00484""","Purchase Manager","",0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00485""","Material Manager","",0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00486""","Material User",1,0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00487""","Purchase User",1,0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00483""","Material Manager","",0,"",1,1,1,1,1,1,1,1,1,"","","",""
"","""PERM00481""","Sales Master Manager","",0,"",1,1,1,1,"",0,"",1,"","","",1,1
"","""PERM00482""","Purchase Master Manager","",0,"",1,1,1,1,"",0,"",1,"","","",1,1
"","""PERM00480""","Administrator",0,0,"",1,1,1,1,0,0,0,0,0,0,0,0,0
"","""PERM00472""","Material Master Manager","",0,"",1,1,1,1,0,"","",1,"",1,"",1,1
"","""PERM00473""","Material Manager","",0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00474""","Material User",1,0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00475""","Sales User",1,0,"",1,"","","","","","","","","","","",""
"","""PERM00476""","Purchase User",1,0,"",1,"","","","","","","","","","","",""
"","""PERM00477""","Maintenance User",1,0,"",1,"","","","","","","","","","","",""
"","""PERM00478""","Accounts User",1,0,"",1,"","","","","","","","","","","",""
"","""PERM00479""","Manufacturing User",1,0,"",1,"","","","","","","","","","","",""
"","""PERM00466""","Material User",1,0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00467""","Material Manager","",0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00468""","Sales User",1,0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00469""","Accounts User",1,0,"",1,0,0,0,0,0,"",1,"","","",0,0
"","""PERM00470""","Customer",1,0,"",1,"","",0,"",0,"",1,"","","",1,1
"","""PERM00471""","Material Manager","",1,"",1,1,"","","","","","","","","","",""
"","""PERM00465""","All",0,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0
"","""PERM00462""","Sales User",1,0,"",1,"","","",0,"","",1,"","","",1,1
"","""PERM00463""","Purchase User",1,0,"",1,"","","",0,"","",1,"","","",1,1
"","""PERM00464""","Material User",1,0,"",1,0,0,"",0,"",0,1,"","","",1,1
"","""PERM00461""","Material Master Manager","",0,"",1,1,1,1,0,0,"",1,"","","",1,1
"","""PERM00460""","Administrator",0,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0
"","""PERM00457""","Material Master Manager","",0,"",1,1,1,1,0,"",0,1,"","","",1,1
"","""PERM00458""","Material Manager","",0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00459""","Material User",1,0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00452""","Sales Master Manager","",0,"",1,1,1,1,0,"",0,1,"","","",1,1
"","""PERM00453""","Sales Manager","",0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00454""","Sales User",1,0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00455""","Material User",1,0,"",1,"","","","","","","","","","","",""
"","""PERM00456""","Maintenance User",1,0,"",1,"","","","","","","","","","","",""
"","""PERM00446""","Sales Master Manager","",0,"",1,1,1,1,0,"",0,1,"","","",1,1
"","""PERM00447""","Sales User",1,0,"",1,0,0,0,0,"",0,0,"","","",0,0
"","""PERM00448""","Purchase User",1,0,"",1,"","","","","","","","","","","",""
"","""PERM00449""","System Manager","",0,"",1,1,1,1,0,"","",1,"","","",1,1
"","""PERM00450""","Accounts User",1,0,"",1,1,1,1,0,"","",1,"","","",1,1
"","""PERM00451""","Material User",1,0,"",1,"","","","","","","","","","","",""
"","""PERM00443""","Purchase Manager","",0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00444""","Purchase User",1,0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00445""","Purchase Master Manager","",0,"",1,1,1,1,0,"",0,1,"","","",1,1
"","""PERM00442""","System Manager","",0,"",1,1,1,"",0,"","",0,"","","","",""
"","""PERM00441""","Super Admin",0,0,"",1,1,1,0,0,0,0,1,0,0,0,0,0
"","""PERM00438""","Sales Manager","",0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00439""","Sales User",1,0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00440""","Sales Master Manager","",0,"",1,1,1,1,0,"",0,1,"","","",1,1
"","""PERM00435""","Sales Manager","",0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00436""","Sales User",1,0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00437""","Sales Master Manager","",0,"",1,1,1,0,0,"",0,1,"","","",1,1
"","""PERM00434""","System Manager","",0,"",1,1,1,"","","","","","","","",1,1
"","""PERM00433""","Sales Master Manager","",0,"",1,1,1,1,0,0,0,1,"","","",1,1
"","""PERM00430""","Administrator",0,0,"",1,1,1,1,0,0,0,1,0,0,0,1,1
"","""PERM00431""","Sales Manager",0,0,"",1,0,0,0,0,0,0,1,0,0,0,1,1
"","""PERM00432""","Sales User",1,0,"",1,0,0,0,0,0,0,1,0,0,0,1,1
"","""PERM00428""","System Manager","",0,"",1,1,1,1,0,"","",1,"","","",1,1
"","""PERM00429""","All",1,0,"",1,"","","","","","","","","","","",""
"","""PERM00426""","Guest","",0,"",1,0,0,"","","","","","","","","",""
"","""PERM00427""","System Manager","",0,"",1,1,1,"","","","","","","","","",""
"","""PERM00425""","System Manager","",0,"",1,1,1,"",0,"","",0,"","","",1,1
"","""PERM00424""","System Manager","",0,"",1,1,1,"","","","","","","","",1,1
"","""PERM00418""","Material Manager","",0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00419""","Material User",1,0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00420""","Material Master Manager","",0,"",1,1,1,1,0,"","",1,"","","",1,1
"","""PERM00421""","Sales User",1,0,"",1,"","",0,"","","",1,"","","",1,1
"","""PERM00422""","Purchase User",1,0,"",1,"","",0,"","","",1,"","","",1,1
"","""PERM00423""","Accounts User",1,0,"",1,"","",0,"","","",1,"","","",1,1
"","""PERM00417""","System Manager","",0,"",1,1,1,"",0,0,0,0,"","","","",""
"","""PERM00415""","System Manager","",0,"",1,1,1,"",0,"","",0,"","","",1,1
"","""PERM00416""","Administrator","",0,"",1,1,1,"",0,"","",0,"","","",1,1
"","""PERM00413""","System Manager","",0,"",1,1,1,1,0,0,"",1,"","","",1,1
"","""PERM00414""","System Manager","",1,"",1,"",0,0,0,0,0,"","","","","",""
"","""PERM00410""","Sales Manager","",0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00411""","Sales User",1,0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00412""","Sales Master Manager","",0,"",1,1,1,1,0,"",0,1,"","","",1,1
"","""PERM00406""","Accounts Manager","",0,"",1,1,1,1,"","","",1,"","","",1,1
"","""PERM00407""","Accounts User",1,0,"",1,"","",0,"","","",1,"","","",1,1
"","""PERM00408""","Sales User",1,0,"",1,"","",0,"","","",1,"","","",1,1
"","""PERM00409""","Purchase User",1,0,"",1,"","",0,"","","",1,"","","",1,1
"","""PERM00402""","Accounts Manager","",0,"",1,1,1,1,0,"","",1,"","","",1,1
"","""PERM00403""","Sales Master Manager","",0,"",1,1,1,1,0,"",0,1,"","","",1,1
"","""PERM00404""","Purchase Master Manager","",0,"",1,1,1,0,0,"",0,1,"","","",1,1
"","""PERM00405""","All",1,0,"",1,"","",0,"","","",1,"","","",1,1
"","""PERM00397""","Sales Master Manager","",0,"",1,1,1,"",0,"",0,1,"","","",1,1
"","""PERM00398""","Purchase Master Manager","",0,"",1,1,1,"",0,"","",1,"","","",1,1
"","""PERM00399""","HR User",1,0,"",1,1,1,"",0,"","",1,"","","",1,1
"","""PERM00400""","HR Manager","",0,"",1,1,1,"",0,"","",1,"","","",1,1
"","""PERM00401""","All",1,0,"",1,"","","","","","",1,"","","",1,1
"","""PERM00396""","System Manager","",0,"",1,1,0,"","","","","","","","",1,1
"","""PERM00394""","System Manager","",0,"",1,1,1,1,0,"",0,1,"","","",1,1
"","""PERM00395""","All",1,0,"",1,"","",0,"","","","","","","",1,1
"","""PERM00389""","Material Master Manager","",0,"",1,1,1,1,"","","",1,"","","",1,1
"","""PERM00390""","Material User",1,0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00391""","Sales User",1,0,"",1,"","",0,"","","",1,"","","",1,1
"","""PERM00392""","Purchase User",1,0,"",1,"","",0,"","","",1,"","","",1,1
"","""PERM00393""","Accounts User",1,0,"",1,"","",0,"","","",1,"","","",1,1
"","""PERM00388""","System Manager","",0,"",1,1,1,"","","","","","","","",1,1
"","""PERM00387""","System Manager","",0,"",1,1,1,1,0,0,"",1,"","","",1,1
"","""PERM00386""","Super Admin",0,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0
"","""PERM00385""","Administrator",0,0,"",1,1,1,0,0,0,0,0,0,0,0,0,0
"","""PERM00384""","System Manager","",0,"",1,1,1,0,0,0,"",0,0,0,"","",""
"","""PERM00383""","System Manager","",0,"",1,1,1,"","","","","","","","",1,1
"","""PERM00376""","Sales User",1,0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00377""","Sales Manager","",0,"",1,1,1,1,1,1,1,1,1,1,1,1,1
"","""PERM00378""","Maintenance User",1,0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00379""","Accounts User",1,0,"",1,"","",0,"",0,"","","","","",1,1
"","""PERM00380""","Customer",1,0,"",1,"","",0,"",0,"","","","","",1,1
"","""PERM00381""","Material User",1,0,"",1,"","","","","","",1,"","","","",""
"","""PERM00382""","Sales Manager","",1,"",1,1,"","","","","","","","","","",""
"","""PERM00373""","Material Manager","",0,"",1,1,1,1,0,"",0,1,"","","",1,1
"","""PERM00374""","Material User",1,0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00375""","Sales User",1,0,"",1,1,1,1,0,"",0,1,"","","",1,1
"","""PERM00367""","Sales Manager","",0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00368""","Sales User",1,0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00369""","Customer",1,0,"",1,0,0,0,0,0,0,1,"","","",1,1
"","""PERM00370""","Maintenance Manager","",0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00371""","Maintenance User",1,0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00372""","Sales Manager","",1,"",1,1,"","","","","","","","","","",""
"","""PERM00366""","All",0,0,"",1,1,1,1,0,0,0,0,0,0,0,0,0
"","""PERM00364""","Sales User",1,0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00365""","Sales Manager","",0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00362""","Sales Manager","",0,"",1,1,1,1,0,"",0,1,"","","",1,1
"","""PERM00363""","Sales User",1,0,"",1,1,1,0,0,"",0,1,"","","",1,1
"","""PERM00360""","Sales User",1,0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00361""","Sales User","",1,"",1,"",0,0,0,0,0,1,"","","","",""
"","""PERM00357""","Sales Manager","",0,"",1,1,1,"","","","",1,"","","",1,1
"","""PERM00358""","Sales User",1,0,"",1,"","","","","","",1,"","","",1,1
"","""PERM00359""","Sales Master Manager","",0,"",1,1,1,"","","","",1,"","","",1,1
"","""PERM00355""","Sales User",0,0,"",1,1,1,1,1,1,1,0,0,0,0,1,0
"","""PERM00356""","Material User",0,0,"",1,1,1,1,1,1,1,0,0,0,0,1,0
"","""PERM00353""","Manufacturing Manager",0,0,"",1,1,0,0,0,0,0,0,0,0,0,1,0
"","""PERM00354""","Manufacturing User",0,0,"",1,1,0,0,0,0,0,0,0,0,0,1,0
"","""PERM00352""","Super Admin",0,0,"",1,1,1,1,0,0,0,0,0,0,0,0,0
"","""PERM00351""","Administrator",0,0,"",1,1,1,1,0,0,0,0,0,0,0,0,0
"","""PERM00342""","Sales Manager","",0,"",1,0,0,0,0,"",0,0,"",0,"",1,1
"","""PERM00343""","Sales User",1,0,"",1,0,0,0,0,"",0,1,"","","",1,1
"","""PERM00344""","Sales Master Manager","",0,"",1,1,1,1,0,"",0,1,"","","",1,1
"","""PERM00341""","Administrator",0,0,"",1,1,1,0,0,0,0,0,0,0,0,0,0
"","""PERM00340""","Projects User",1,0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00338""","Projects User",1,0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00339""","Projects Manager","",0,"",1,1,"",1,1,1,1,1,"","","",1,1
"","""PERM00336""","Projects User",1,0,"",1,1,1,1,0,"","",1,"","","",1,1
"","""PERM00337""","All",0,0,"",1,1,1,0,0,0,0,0,0,0,0,0,0
"","""PERM00334""","Projects User",1,0,"",1,1,1,1,0,"",0,1,"","","",1,1
"","""PERM00335""","All","",1,"",1,"",0,0,0,0,0,1,"","","","",""
"","""PERM00332""","System Manager","",0,"",1,1,1,"","","","",1,"","","",1,1
"","""PERM00333""","Projects User",1,0,"",1,1,1,"","","","",1,"","","",1,1
"","""PERM00331""","Manufacturing User",1,0,"",1,1,1,1,0,"","",1,"","","",1,1
"","""PERM00326""","All",0,0,"",1,1,1,1,1,1,1,0,0,0,0,0,0
"","""PERM00325""","Manufacturing User","",0,"",1,1,1,"",0,"","",0,"","","",1,1
"","""PERM00323""","Manufacturing User",1,0,"",1,1,1,1,1,1,1,1,"","","",1,1
"","""PERM00324""","Material User",1,0,"",1,"","","","","","",1,"","","","",""
"","""PERM00319""","Manufacturing Manager","",0,"",1,1,1,"",0,"","",0,"","","","",""
